#,original_cpv,Original_cpv_text,title,short_desc_eng,long_desc_eng
451,33140000,Medical consumables,"Röntgenmaterial, förbrukning","",""
452,33194100,Devices and instruments for infusion,"Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón","",""
453,33194100,Devices and instruments for infusion,"Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón","",""
454,33140000,Medical consumables,"Röntgenmaterial, förbrukning","",""
455,45231300,Construction work for water and sewage pipelines,"Projekt integralnog sustava vodoopskrbe i odvodnje Cetinske krajine - aglomeracije Trilj i Otok, Radovi na vodoopskrbnom sustavu Aglomeracija Otok i Dicmo te sustavu odvodnje aglomeracije Otok","",""
456,45231220,Construction work for gas pipelines,Refuerzo de obras de distribución de gas,"",""
457,33140000,Medical consumables,"Röntgenmaterial, förbrukning","",""
458,33140000,Medical consumables,"Röntgenmaterial, förbrukning","",""
459,45223220,Structural shell work,Relance — travaux de dépannages et de grosses réparations pour l'ensemble des sites du conseil départemental des Vosges et du service départemental d'incendie et de secours,"",""
460,39160000,School furniture,Roukon yhtenäiskoulun kalusteiden hankinta,"",""
461,45421000,Joinery work,Travaux de réhabilitation de l'équipement culturel «La Maline»,"",""
462,45223220,Structural shell work,Relance — travaux de dépannages et de grosses réparations pour l'ensemble des sites du conseil départemental des Vosges et du service départemental d'incendie et de secours,"",""
463,45421000,Joinery work,Travaux de réhabilitation de l'équipement culturel «La Maline»,"",""
464,45223220,Structural shell work,Relance — travaux de dépannages et de grosses réparations pour l'ensemble des sites du conseil départemental des Vosges et du service départemental d'incendie et de secours,"",""
465,45223220,Structural shell work,Relance — travaux de dépannages et de grosses réparations pour l'ensemble des sites du conseil départemental des Vosges et du service départemental d'incendie et de secours,"",""
466,39150000,Miscellaneous furniture and equipment,"Dostawa i montaz mebli, urzadzen, sprzetu, elementów wykonczeniowych wraz z robotami towarzyszacymi w ramach wyposazenia budynku Centrum Dziedzictwa Kulturowego w Pruszkowie","",""
467,33140000,Medical consumables,"Röntgenmaterial, förbrukning","",""
468,45000000,Construction work,"AO nº 2267 — travaux de rénovation des logements de la résidence CAP à Blanquefort, 67 rue du Maurian","",""
469,39150000,Miscellaneous furniture and equipment,"Dostawa i montaz mebli, urzadzen, sprzetu, elementów wykonczeniowych wraz z robotami towarzyszacymi w ramach wyposazenia budynku Centrum Dziedzictwa Kulturowego w Pruszkowie","",""
470,33140000,Medical consumables,"Röntgenmaterial, förbrukning","",""
471,45000000,Construction work,"AO nº 2267 — travaux de rénovation des logements de la résidence CAP à Blanquefort, 67 rue du Maurian","",""
472,33140000,Medical consumables,"Röntgenmaterial, förbrukning","",""
473,33000000,"Medical equipments, pharmaceuticals and personal care products",Terveydenhuollon ammattilaisten suojaamiseen tarvittavien suoja-asujen hankinta,"",""
474,33140000,Medical consumables,"Röntgenmaterial, förbrukning","",""
475,33140000,Medical consumables,"Röntgenmaterial, förbrukning","",""
476,45223220,Structural shell work,Relance — travaux de dépannages et de grosses réparations pour l'ensemble des sites du conseil départemental des Vosges et du service départemental d'incendie et de secours,"",""
477,79611000,Job search services,"Ryhmämuotoinen ura- ja työnhakuvalmennus korkeakoulutetuille, Lapin alue","",""
478,45223220,Structural shell work,Relance — travaux de dépannages et de grosses réparations pour l'ensemble des sites du conseil départemental des Vosges et du service départemental d'incendie et de secours,"",""
479,71520000,Construction supervision services,30.905/19-6; AT-O-4860.3. Control y vigilancia de las obras: autovía A-63 de Oviedo a La Espina. Tramo: Cornellana-Salas. Provincia de Asturias,"",""
480,33140000,Medical consumables,"???????? ?? ?????????? ???????? ? ???????????????, ?????????? ?? ????????? ?? ?????????? ?? „???? „?-? ?????? ???????“ ??","",""
481,50514200,Repair and maintenance services of reservoirs,Service Reservoir Maintenance,"Thames Water Utilities Ltd intends to award one of more agreements for the provision of services which covers proactive and reactive (when required) maintenance work required on service reservoirs, water towers and contact tanks. This will apply across all Thames Water regions (refer to site locations in PQQ) and bidders can apply for one of more lots. The lots being offered are:Lot 1: Design and complex works — all regionsLot 2: Thames Valley Non Design WorksLot 3: London Non Design Works.Thames Water reserves the right to make no award as a result of this procurement process, or may award in part or in whole.Suppliers can apply for one, some or all of the lots described above and may be awarded less Lots than originally applied for.The initial term of the framework agreement will be 3 years with an option to extend up to a maximum of 8 years subject to assessed performance.","Maintenance works on service reservoirs, contact tanks and water towers which involve an element of structural design. Mainly high value (typically over GBP 100 000) and may involve working with other Thames Water Contractors.Services include design, isolation, inspection assistance, remedial works, disinfection and cleaning of water retaining structures.We are looking to award two or more service providers where we will have mini competition criteria which will apply for each project raised by Thames Water. This criteria will be defined within the terms and conditions."
482,45223220,Structural shell work,Relance — travaux de dépannages et de grosses réparations pour l'ensemble des sites du conseil départemental des Vosges et du service départemental d'incendie et de secours,"",""
483,50514200,Repair and maintenance services of reservoirs,Service Reservoir Maintenance,"Thames Water Utilities Ltd intends to award one of more agreements for the provision of services which covers proactive and reactive (when required) maintenance work required on service reservoirs, water towers and contact tanks. This will apply across all Thames Water regions (refer to site locations in PQQ) and bidders can apply for one of more lots. The lots being offered are:Lot 1: Design and complex works — all regionsLot 2: Thames Valley Non Design WorksLot 3: London Non Design Works.Thames Water reserves the right to make no award as a result of this procurement process, or may award in part or in whole.Suppliers can apply for one, some or all of the lots described above and may be awarded less Lots than originally applied for.The initial term of the framework agreement will be 3 years with an option to extend up to a maximum of 8 years subject to assessed performance.","Maintenance works on service reservoirs, contact tanks and water towers which involve an element of structural design. Mainly high value (typically over GBP 100 000) and may involve working with other Thames Water Contractors.Services include design, isolation, inspection assistance, remedial works, disinfection and cleaning of water retaining structures.We are looking to award two or more service providers where we will have mini competition criteria which will apply for each project raised by Thames Water. This criteria will be defined within the terms and conditions."
